#Nodes,#cores/node,#jobs,Runtime,Queuing Time,Coordination URL,LRMS URL,SubJob Submission Time
8,8,2048,64.1754999161,0,diane://s1,pbspro://localhost
1,8,32,52.1583940983,0,diane://s1,pbspro://localhost
2,8,64,52.4583029747,0,diane://s1,pbspro://localhost
4,8,128,57.3974719048,0,diane://s1,pbspro://localhost
8,8,256,58.6600670815,0,diane://s1,pbspro://localhost
16,8,512,104.588912964,0,diane://s1,pbspro://localhost
8,8,64,74.2396481037,0,diane://s1,pbspro://localhost
8,8,128,65.0591349602,0,diane://s1,pbspro://localhost
8,8,256,59.43699193,0,diane://s1,pbspro://localhost
8,8,512,64.6577699184,0,diane://s1,pbspro://localhost
8,8,1024,68.5211689472,0,diane://s1,pbspro://localhost
8,8,2048,82.7994220257,0,diane://s1,pbspro://localhost
1,8,32,63.1408979893,0,diane://s1,pbspro://localhost
2,8,64,53.5142591,0,diane://s1,pbspro://localhost
4,8,128,66.874076128,0,diane://s1,pbspro://localhost
8,8,256,67.8149688244,0,diane://s1,pbspro://localhost
16,8,512,99.1287529469,0,diane://s1,pbspro://localhost
8,8,64,58.1096031666,0,diane://s1,pbspro://localhost
8,8,128,60.8306190968,0,diane://s1,pbspro://localhost
8,8,256,59.268171072,0,diane://s1,pbspro://localhost
8,8,512,78.3356068134,0,diane://s1,pbspro://localhost
8,8,1024,79.9343028069,0,diane://s1,pbspro://localhost
8,8,2048,85.1293230057,0,diane://s1,pbspro://localhost
1,8,32,52.3231949806,0,diane://s1,pbspro://localhost
2,8,64,54.7784450054,0,diane://s1,pbspro://localhost
4,8,128,59.4349870682,0,diane://s1,pbspro://localhost
8,8,256,59.4981169701,0,diane://s1,pbspro://localhost
16,8,512,103.292901039,0,diane://s1,pbspro://localhost
8,8,64,75.3563849926,0,diane://s1,pbspro://localhost
8,8,128,71.6216590405,0,diane://s1,pbspro://localhost
8,8,256,61.8708918095,0,diane://s1,pbspro://localhost
8,8,512,61.4368531704,0,diane://s1,pbspro://localhost
8,8,1024,69.3881070614,0,diane://s1,pbspro://localhost
8,8,2048,76.6491341591,0,diane://s1,pbspro://localhost
1,8,32,54.5918869972,0,diane://s1,pbspro://localhost
2,8,64,53.5348610878,0,diane://s1,pbspro://localhost
4,8,128,57.5029959679,0,diane://s1,pbspro://localhost
8,8,256,74.8193089962,0,diane://s1,pbspro://localhost
16,8,512,116.655031919,0,diane://s1,pbspro://localhost
8,8,64,60.2461109161,0,diane://s1,pbspro://localhost
8,8,128,60.931114912,0,diane://s1,pbspro://localhost
8,8,256,68.4376759529,0,diane://s1,pbspro://localhost
8,8,512,65.5993728638,0,diane://s1,pbspro://localhost
8,8,1024,84.0020918846,0,diane://s1,pbspro://localhost
8,8,2048,74.5602531433,0,diane://s1,pbspro://localhost
1,8,32,54.2054889202,0,diane://s1,pbspro://localhost
2,8,64,53.1053359509,0,diane://s1,pbspro://localhost
4,8,128,44.1549839973,0,diane://s1,pbspro://localhost
8,8,256,52.84522295,0,diane://s1,pbspro://localhost
16,8,512,93.8448250294,0,diane://s1,pbspro://localhost
8,8,64,53.0643439293,0,diane://s1,pbspro://localhost
8,8,128,53.4992010593,0,diane://s1,pbspro://localhost
8,8,256,53.1516880989,0,diane://s1,pbspro://localhost
8,8,512,53.8328070641,0,diane://s1,pbspro://localhost
8,8,1024,55.2157001495,0,diane://s1,pbspro://localhost
8,8,2048,62.3127379417,0,diane://s1,pbspro://localhost
1,8,32,42.2317039967,0,diane://s1,pbspro://localhost
2,8,64,43.2886199951,0,diane://s1,pbspro://localhost
4,8,128,45.2079370022,0,diane://s1,pbspro://localhost
8,8,256,53.5051548481,0,diane://s1,pbspro://localhost
16,8,512,95.2382469177,0,diane://s1,pbspro://localhost
8,8,64,53.7029809952,0,diane://s1,pbspro://localhost
8,8,128,53.7621879578,0,diane://s1,pbspro://localhost
8,8,256,54.2681839466,0,diane://s1,pbspro://localhost
8,8,512,54.1437768936,0,diane://s1,pbspro://localhost
8,8,1024,56.3997359276,0,diane://s1,pbspro://localhost
8,8,2048,63.2455260754,0,diane://s1,pbspro://localhost
1,8,32,42.2349359989,0,diane://s1,pbspro://localhost
2,8,64,43.1740350723,0,diane://s1,pbspro://localhost
4,8,128,45.2880520821,0,diane://s1,pbspro://localhost
8,8,256,53.8718388081,0,diane://s1,pbspro://localhost
16,8,512,95.2849590778,0,diane://s1,pbspro://localhost
8,8,64,54.456496954,0,diane://s1,pbspro://localhost
8,8,128,53.7696619034,0,diane://s1,pbspro://localhost
8,8,256,54.2025001049,0,diane://s1,pbspro://localhost
8,8,512,54.7334890366,0,diane://s1,pbspro://localhost
8,8,1024,56.2605218887,0,diane://s1,pbspro://localhost
8,8,2048,59.2764630318,0,diane://s1,pbspro://localhost
